"n","pA","sdC1","sdC2","rho","estimator","tau","true_q","avg_q_hat","bias_q_hat","mse_q_hat","var_q_hat"
100,0.75,0.5,0.5,0.5,"ISDLT",0.5,1.33703,1.29,-0.04703,0.002212,NA
100,0.75,0.5,0.5,0.5,"ISDLT",0.75,1.960201,2.238,0.277799,0.077172,NA
500,0.25,0.05,0.05,-0.5,"Direct",0.25,0.86365,0.916,0.05235,0.002741,NA
500,0.25,0.05,0.05,-0.5,"Direct",0.5,1.33703,1.326,-0.01103,0.000122,NA
500,0.25,0.05,0.05,-0.5,"Direct",0.75,1.960201,1.898,-0.062201,0.003869,NA
500,0.25,0.05,0.05,-0.5,"ISDLT",0.25,0.86365,0.927,0.06335,0.004013,NA
500,0.25,0.05,0.05,-0.5,"ISDLT",0.5,1.33703,1.307,-0.03003,0.000902,NA
500,0.25,0.05,0.05,-0.5,"ISDLT",0.75,1.960201,1.923,-0.037201,0.001384,NA
500,0.25,0.05,0.05,0,"Direct",0.25,0.86365,0.825,-0.03865,0.001494,NA
500,0.25,0.05,0.05,0,"Direct",0.5,1.33703,1.284,-0.05303,0.002812,NA
500,0.25,0.05,0.05,0,"Direct",0.75,1.960201,1.933,-0.027201,0.00074,NA
500,0.25,0.05,0.05,0,"ISDLT",0.25,0.86365,0.845,-0.01865,0.000348,NA
500,0.25,0.05,0.05,0,"ISDLT",0.5,1.33703,1.305,-0.03203,0.001026,NA
500,0.25,0.05,0.05,0,"ISDLT",0.75,1.960201,1.915,-0.045201,0.002043,NA
500,0.25,0.05,0.05,0.5,"Direct",0.25,0.86365,0.87,0.00635,4e-05,NA
500,0.25,0.05,0.05,0.5,"Direct",0.5,1.33703,1.331,-0.00603,3.6e-05,NA
500,0.25,0.05,0.05,0.5,"Direct",0.75,1.960201,1.997,0.036799,0.001354,NA
500,0.25,0.05,0.05,0.5,"ISDLT",0.25,0.86365,0.888,0.02435,0.000593,NA
500,0.25,0.05,0.05,0.5,"ISDLT",0.5,1.33703,1.336,-0.00103,1e-06,NA
500,0.25,0.05,0.05,0.5,"ISDLT",0.75,1.960201,2.032,0.071799,0.005155,NA
500,0.25,0.05,0.25,-0.5,"Direct",0.25,0.86365,0.855,-0.00865,7.5e-05,NA
500,0.25,0.05,0.25,-0.5,"Direct",0.5,1.33703,1.35,0.01297,0.000168,NA
500,0.25,0.05,0.25,-0.5,"Direct",0.75,1.960201,1.898,-0.062201,0.003869,NA
500,0.25,0.05,0.25,-0.5,"ISDLT",0.25,0.86365,0.878,0.01435,0.000206,NA
500,0.25,0.05,0.25,-0.5,"ISDLT",0.5,1.33703,1.378,0.04097,0.001679,NA
500,0.25,0.05,0.25,-0.5,"ISDLT",0.75,1.960201,1.862,-0.098201,0.009643,NA
500,0.25,0.05,0.25,0,"Direct",0.25,0.86365,0.877,0.01335,0.000178,NA
500,0.25,0.05,0.25,0,"Direct",0.5,1.33703,1.353,0.01597,0.000255,NA
500,0.25,0.05,0.25,0,"Direct",0.75,1.960201,1.93,-0.030201,0.000912,NA
500,0.25,0.05,0.25,0,"ISDLT",0.25,0.86365,0.852,-0.01165,0.000136,NA
500,0.25,0.05,0.25,0,"ISDLT",0.5,1.33703,1.399,0.06197,0.00384,NA
500,0.25,0.05,0.25,0,"ISDLT",0.75,1.960201,1.927,-0.033201,0.001102,NA
500,0.25,0.05,0.25,0.5,"Direct",0.25,0.86365,0.88,0.01635,0.000267,NA
500,0.25,0.05,0.25,0.5,"Direct",0.5,1.33703,1.373,0.03597,0.001294,NA
500,0.25,0.05,0.25,0.5,"Direct",0.75,1.960201,2.038,0.077799,0.006053,NA
500,0.25,0.05,0.25,0.5,"ISDLT",0.25,0.86365,0.78,-0.08365,0.006997,NA
500,0.25,0.05,0.25,0.5,"ISDLT",0.5,1.33703,1.368,0.03097,0.000959,NA
500,0.25,0.05,0.25,0.5,"ISDLT",0.75,1.960201,2.062,0.101799,0.010363,NA
500,0.25,0.05,0.5,-0.5,"Direct",0.25,0.86365,0.829,-0.03465,0.001201,NA
500,0.25,0.05,0.5,-0.5,"Direct",0.5,1.33703,1.336,-0.00103,1e-06,NA
500,0.25,0.05,0.5,-0.5,"Direct",0.75,1.960201,1.989,0.028799,0.000829,NA
500,0.25,0.05,0.5,-0.5,"ISDLT",0.25,0.86365,0.858,-0.00565,3.2e-05,NA
500,0.25,0.05,0.5,-0.5,"ISDLT",0.5,1.33703,1.36,0.02297,0.000528,NA
500,0.25,0.05,0.5,-0.5,"ISDLT",0.75,1.960201,1.893,-0.067201,0.004516,NA
500,0.25,0.05,0.5,0,"Direct",0.25,0.86365,0.85,-0.01365,0.000186,NA
500,0.25,0.05,0.5,0,"Direct",0.5,1.33703,1.353,0.01597,0.000255,NA
500,0.25,0.05,0.5,0,"Direct",0.75,1.960201,1.954,-0.006201,3.8e-05,NA
500,0.25,0.05,0.5,0,"ISDLT",0.25,0.86365,0.819,-0.04465,0.001994,NA
500,0.25,0.05,0.5,0,"ISDLT",0.5,1.33703,1.316,-0.02103,0.000442,NA
500,0.25,0.05,0.5,0,"ISDLT",0.75,1.960201,2.034,0.073799,0.005446,NA
500,0.25,0.05,0.5,0.5,"Direct",0.25,0.86365,0.905,0.04135,0.00171,NA
500,0.25,0.05,0.5,0.5,"Direct",0.5,1.33703,1.361,0.02397,0.000575,NA
500,0.25,0.05,0.5,0.5,"Direct",0.75,1.960201,2.018,0.057799,0.003341,NA
500,0.25,0.05,0.5,0.5,"ISDLT",0.25,0.86365,0.794,-0.06965,0.004851,NA
500,0.25,0.05,0.5,0.5,"ISDLT",0.5,1.33703,1.37,0.03297,0.001087,NA
500,0.25,0.05,0.5,0.5,"ISDLT",0.75,1.960201,2.194,0.233799,0.054662,NA
500,0.25,0.1,0.05,-0.5,"Direct",0.25,0.86365,0.826,-0.03765,0.001418,NA
500,0.25,0.1,0.05,-0.5,"Direct",0.5,1.33703,1.352,0.01497,0.000224,NA
500,0.25,0.1,0.05,-0.5,"Direct",0.75,1.960201,1.935,-0.025201,0.000635,NA
500,0.25,0.1,0.05,-0.5,"ISDLT",0.25,0.86365,0.864,0.00035,0,NA
500,0.25,0.1,0.05,-0.5,"ISDLT",0.5,1.33703,1.358,0.02097,0.00044,NA
500,0.25,0.1,0.05,-0.5,"ISDLT",0.75,1.960201,1.916,-0.044201,0.001954,NA
500,0.25,0.1,0.05,0,"Direct",0.25,0.86365,0.829,-0.03465,0.001201,NA
500,0.25,0.1,0.05,0,"Direct",0.5,1.33703,1.337,-3e-05,0,NA
500,0.25,0.1,0.05,0,"Direct",0.75,1.960201,1.967,0.006799,4.6e-05,NA
500,0.25,0.1,0.05,0,"ISDLT",0.25,0.86365,0.867,0.00335,1.1e-05,NA
500,0.25,0.1,0.05,0,"ISDLT",0.5,1.33703,1.365,0.02797,0.000782,NA
500,0.25,0.1,0.05,0,"ISDLT",0.75,1.960201,1.992,0.031799,0.001011,NA
500,0.25,0.1,0.05,0.5,"Direct",0.25,0.86365,0.853,-0.01065,0.000113,NA
500,0.25,0.1,0.05,0.5,"Direct",0.5,1.33703,1.361,0.02397,0.000575,NA
500,0.25,0.1,0.05,0.5,"Direct",0.75,1.960201,1.884,-0.076201,0.005807,NA
500,0.25,0.1,0.05,0.5,"ISDLT",0.25,0.86365,0.764,-0.09965,0.00993,NA
500,0.25,0.1,0.05,0.5,"ISDLT",0.5,1.33703,1.337,-3e-05,0,NA
500,0.25,0.1,0.05,0.5,"ISDLT",0.75,1.960201,1.971,0.010799,0.000117,NA
500,0.25,0.1,0.25,-0.5,"Direct",0.25,0.86365,0.828,-0.03565,0.001271,NA
500,0.25,0.1,0.25,-0.5,"Direct",0.5,1.33703,1.299,-0.03803,0.001446,NA
500,0.25,0.1,0.25,-0.5,"Direct",0.75,1.960201,1.998,0.037799,0.001429,NA
500,0.25,0.1,0.25,-0.5,"ISDLT",0.25,0.86365,0.842,-0.02165,0.000469,NA
500,0.25,0.1,0.25,-0.5,"ISDLT",0.5,1.33703,1.287,-0.05003,0.002503,NA
500,0.25,0.1,0.25,-0.5,"ISDLT",0.75,1.960201,1.912,-0.048201,0.002323,NA
500,0.25,0.1,0.25,0,"Direct",0.25,0.86365,0.847,-0.01665,0.000277,NA
500,0.25,0.1,0.25,0,"Direct",0.5,1.33703,1.294,-0.04303,0.001852,NA
500,0.25,0.1,0.25,0,"Direct",0.75,1.960201,2.008,0.047799,0.002285,NA
500,0.25,0.1,0.25,0,"ISDLT",0.25,0.86365,0.855,-0.00865,7.5e-05,NA
500,0.25,0.1,0.25,0,"ISDLT",0.5,1.33703,1.357,0.01997,0.000399,NA
500,0.25,0.1,0.25,0,"ISDLT",0.75,1.960201,2.06,0.099799,0.00996,NA
500,0.25,0.1,0.25,0.5,"Direct",0.25,0.86365,0.856,-0.00765,5.9e-05,NA
500,0.25,0.1,0.25,0.5,"Direct",0.5,1.33703,1.325,-0.01203,0.000145,NA
500,0.25,0.1,0.25,0.5,"Direct",0.75,1.960201,2.076,0.115799,0.013409,NA
500,0.25,0.1,0.25,0.5,"ISDLT",0.25,0.86365,0.837,-0.02665,0.00071,NA
500,0.25,0.1,0.25,0.5,"ISDLT",0.5,1.33703,1.351,0.01397,0.000195,NA
500,0.25,0.1,0.25,0.5,"ISDLT",0.75,1.960201,2.165,0.204799,0.041943,NA
500,0.25,0.1,0.5,-0.5,"Direct",0.25,0.86365,0.803,-0.06065,0.003678,NA
500,0.25,0.1,0.5,-0.5,"Direct",0.5,1.33703,1.346,0.00897,8e-05,NA
500,0.25,0.1,0.5,-0.5,"Direct",0.75,1.960201,1.977,0.016799,0.000282,NA
500,0.25,0.1,0.5,-0.5,"ISDLT",0.25,0.86365,0.879,0.01535,0.000236,NA
500,0.25,0.1,0.5,-0.5,"ISDLT",0.5,1.33703,1.468,0.13097,0.017153,NA
500,0.25,0.1,0.5,-0.5,"ISDLT",0.75,1.960201,2.094,0.133799,0.017902,NA
500,0.25,0.1,0.5,0,"Direct",0.25,0.86365,0.876,0.01235,0.000153,NA
500,0.25,0.1,0.5,0,"Direct",0.5,1.33703,1.337,-3e-05,0,NA
500,0.25,0.1,0.5,0,"Direct",0.75,1.960201,2.019,0.058799,0.003457,NA
500,0.25,0.1,0.5,0,"ISDLT",0.25,0.86365,0.798,-0.06565,0.00431,NA
500,0.25,0.1,0.5,0,"ISDLT",0.5,1.33703,1.413,0.07597,0.005771,NA
500,0.25,0.1,0.5,0,"ISDLT",0.75,1.960201,2.151,0.190799,0.036404,NA
500,0.25,0.1,0.5,0.5,"Direct",0.25,0.86365,0.891,0.02735,0.000748,NA
500,0.25,0.1,0.5,0.5,"Direct",0.5,1.33703,1.353,0.01597,0.000255,NA
500,0.25,0.1,0.5,0.5,"Direct",0.75,1.960201,1.96,-0.000201,0,NA
500,0.25,0.1,0.5,0.5,"ISDLT",0.25,0.86365,0.784,-0.07965,0.006344,NA
500,0.25,0.1,0.5,0.5,"ISDLT",0.5,1.33703,1.39,0.05297,0.002806,NA
500,0.25,0.1,0.5,0.5,"ISDLT",0.75,1.960201,2.137,0.176799,0.031258,NA
500,0.25,0.5,0.05,-0.5,"Direct",0.25,0.86365,0.89,0.02635,0.000694,NA
500,0.25,0.5,0.05,-0.5,"Direct",0.5,1.33703,1.344,0.00697,4.9e-05,NA
500,0.25,0.5,0.05,-0.5,"Direct",0.75,1.960201,2.013,0.052799,0.002788,NA
500,0.25,0.5,0.05,-0.5,"ISDLT",0.25,0.86365,0.921,0.05735,0.003289,NA
500,0.25,0.5,0.05,-0.5,"ISDLT",0.5,1.33703,1.41,0.07297,0.005325,NA
500,0.25,0.5,0.05,-0.5,"ISDLT",0.75,1.960201,2.041,0.080799,0.006528,NA
500,0.25,0.5,0.05,0,"Direct",0.25,0.86365,0.931,0.06735,0.004536,NA
500,0.25,0.5,0.05,0,"Direct",0.5,1.33703,1.386,0.04897,0.002398,NA
500,0.25,0.5,0.05,0,"Direct",0.75,1.960201,2.077,0.116799,0.013642,NA
500,0.25,0.5,0.05,0,"ISDLT",0.25,0.86365,0.758,-0.10565,0.011162,NA
500,0.25,0.5,0.05,0,"ISDLT",0.5,1.33703,1.354,0.01697,0.000288,NA
500,0.25,0.5,0.05,0,"ISDLT",0.75,1.960201,2.125,0.164799,0.027159,NA
500,0.25,0.5,0.05,0.5,"Direct",0.25,0.86365,0.821,-0.04265,0.001819,NA
500,0.25,0.5,0.05,0.5,"Direct",0.5,1.33703,1.335,-0.00203,4e-06,NA
500,0.25,0.5,0.05,0.5,"Direct",0.75,1.960201,1.851,-0.109201,0.011925,NA
500,0.25,0.5,0.05,0.5,"ISDLT",0.25,0.86365,0.736,-0.12765,0.016294,NA
500,0.25,0.5,0.05,0.5,"ISDLT",0.5,1.33703,1.331,-0.00603,3.6e-05,NA
500,0.25,0.5,0.05,0.5,"ISDLT",0.75,1.960201,2.012,0.051799,0.002683,NA
500,0.25,0.5,0.25,-0.5,"Direct",0.25,0.86365,0.866,0.00235,6e-06,NA
500,0.25,0.5,0.25,-0.5,"Direct",0.5,1.33703,1.339,0.00197,4e-06,NA
500,0.25,0.5,0.25,-0.5,"Direct",0.75,1.960201,1.931,-0.029201,0.000853,NA
500,0.25,0.5,0.25,-0.5,"ISDLT",0.25,0.86365,0.929,0.06535,0.004271,NA
500,0.25,0.5,0.25,-0.5,"ISDLT",0.5,1.33703,1.439,0.10197,0.010398,NA
500,0.25,0.5,0.25,-0.5,"ISDLT",0.75,1.960201,2.066,0.105799,0.011193,NA
500,0.25,0.5,0.25,0,"Direct",0.25,0.86365,0.858,-0.00565,3.2e-05,NA
500,0.25,0.5,0.25,0,"Direct",0.5,1.33703,1.367,0.02997,0.000898,NA
500,0.25,0.5,0.25,0,"Direct",0.75,1.960201,2.006,0.045799,0.002098,NA
500,0.25,0.5,0.25,0,"ISDLT",0.25,0.86365,0.791,-0.07265,0.005278,NA
500,0.25,0.5,0.25,0,"ISDLT",0.5,1.33703,1.415,0.07797,0.006079,NA
500,0.25,0.5,0.25,0,"ISDLT",0.75,1.960201,2.138,0.177799,0.031612,NA
500,0.25,0.5,0.25,0.5,"Direct",0.25,0.86365,0.833,-0.03065,0.000939,NA
500,0.25,0.5,0.25,0.5,"Direct",0.5,1.33703,1.338,0.00097,1e-06,NA
500,0.25,0.5,0.25,0.5,"Direct",0.75,1.960201,1.947,-0.013201,0.000174,NA
500,0.25,0.5,0.25,0.5,"ISDLT",0.25,0.86365,0.657,-0.20665,0.042704,NA
500,0.25,0.5,0.25,0.5,"ISDLT",0.5,1.33703,1.334,-0.00303,9e-06,NA
500,0.25,0.5,0.25,0.5,"ISDLT",0.75,1.960201,2.132,0.171799,0.029515,NA
500,0.25,0.5,0.5,-0.5,"Direct",0.25,0.86365,0.873,0.00935,8.7e-05,NA
500,0.25,0.5,0.5,-0.5,"Direct",0.5,1.33703,1.35,0.01297,0.000168,NA
500,0.25,0.5,0.5,-0.5,"Direct",0.75,1.960201,1.919,-0.041201,0.001698,NA
500,0.25,0.5,0.5,-0.5,"ISDLT",0.25,0.86365,0.889,0.02535,0.000643,NA
500,0.25,0.5,0.5,-0.5,"ISDLT",0.5,1.33703,1.437,0.09997,0.009994,NA
500,0.25,0.5,0.5,-0.5,"ISDLT",0.75,1.960201,2.032,0.071799,0.005155,NA
500,0.25,0.5,0.5,0,"Direct",0.25,0.86365,0.865,0.00135,2e-06,NA
500,0.25,0.5,0.5,0,"Direct",0.5,1.33703,1.31,-0.02703,0.000731,NA
500,0.25,0.5,0.5,0,"Direct",0.75,1.960201,1.988,0.027799,0.000773,NA
500,0.25,0.5,0.5,0,"ISDLT",0.25,0.86365,0.747,-0.11665,0.013607,NA
500,0.25,0.5,0.5,0,"ISDLT",0.5,1.33703,1.432,0.09497,0.009019,NA
500,0.25,0.5,0.5,0,"ISDLT",0.75,1.960201,2.226,0.265799,0.070649,NA
500,0.25,0.5,0.5,0.5,"Direct",0.25,0.86365,0.893,0.02935,0.000861,NA
500,0.25,0.5,0.5,0.5,"Direct",0.5,1.33703,1.401,0.06397,0.004092,NA
500,0.25,0.5,0.5,0.5,"Direct",0.75,1.960201,2.059,0.098799,0.009761,NA
500,0.25,0.5,0.5,0.5,"ISDLT",0.25,0.86365,0.696,-0.16765,0.028106,NA
500,0.25,0.5,0.5,0.5,"ISDLT",0.5,1.33703,1.494,0.15697,0.02464,NA
500,0.25,0.5,0.5,0.5,"ISDLT",0.75,1.960201,2.413,0.452799,0.205027,NA
500,0.5,0.05,0.05,-0.5,"Direct",0.25,0.86365,0.84,-0.02365,0.000559,NA
500,0.5,0.05,0.05,-0.5,"Direct",0.5,1.33703,1.365,0.02797,0.000782,NA
500,0.5,0.05,0.05,-0.5,"Direct",0.75,1.960201,2.007,0.046799,0.00219,NA
500,0.5,0.05,0.05,-0.5,"ISDLT",0.25,0.86365,0.891,0.02735,0.000748,NA
500,0.5,0.05,0.05,-0.5,"ISDLT",0.5,1.33703,1.366,0.02897,0.000839,NA
500,0.5,0.05,0.05,-0.5,"ISDLT",0.75,1.960201,2.012,0.051799,0.002683,NA
500,0.5,0.05,0.05,0,"Direct",0.25,0.86365,0.912,0.04835,0.002338,NA
500,0.5,0.05,0.05,0,"Direct",0.5,1.33703,1.33,-0.00703,4.9e-05,NA
500,0.5,0.05,0.05,0,"Direct",0.75,1.960201,1.867,-0.093201,0.008686,NA
500,0.5,0.05,0.05,0,"ISDLT",0.25,0.86365,0.932,0.06835,0.004672,NA
500,0.5,0.05,0.05,0,"ISDLT",0.5,1.33703,1.329,-0.00803,6.4e-05,NA
500,0.5,0.05,0.05,0,"ISDLT",0.75,1.960201,1.887,-0.073201,0.005358,NA
500,0.5,0.05,0.05,0.5,"Direct",0.25,0.86365,0.788,-0.07565,0.005723,NA
500,0.5,0.05,0.05,0.5,"Direct",0.5,1.33703,1.268,-0.06903,0.004765,NA
500,0.5,0.05,0.05,0.5,"Direct",0.75,1.960201,1.874,-0.086201,0.007431,NA
500,0.5,0.05,0.05,0.5,"ISDLT",0.25,0.86365,0.776,-0.08765,0.007682,NA
500,0.5,0.05,0.05,0.5,"ISDLT",0.5,1.33703,1.267,-0.07003,0.004904,NA
500,0.5,0.05,0.05,0.5,"ISDLT",0.75,1.960201,1.923,-0.037201,0.001384,NA
500,0.5,0.05,0.25,-0.5,"Direct",0.25,0.86365,0.866,0.00235,6e-06,NA
500,0.5,0.05,0.25,-0.5,"Direct",0.5,1.33703,1.373,0.03597,0.001294,NA
500,0.5,0.05,0.25,-0.5,"Direct",0.75,1.960201,2.069,0.108799,0.011837,NA
500,0.5,0.05,0.25,-0.5,"ISDLT",0.25,0.86365,0.929,0.06535,0.004271,NA
500,0.5,0.05,0.25,-0.5,"ISDLT",0.5,1.33703,1.429,0.09197,0.008458,NA
500,0.5,0.05,0.25,-0.5,"ISDLT",0.75,1.960201,2.022,0.061799,0.003819,NA
500,0.5,0.05,0.25,0,"Direct",0.25,0.86365,0.869,0.00535,2.9e-05,NA
500,0.5,0.05,0.25,0,"Direct",0.5,1.33703,1.362,0.02497,0.000623,NA
500,0.5,0.05,0.25,0,"Direct",0.75,1.960201,1.934,-0.026201,0.000686,NA
500,0.5,0.05,0.25,0,"ISDLT",0.25,0.86365,0.857,-0.00665,4.4e-05,NA
500,0.5,0.05,0.25,0,"ISDLT",0.5,1.33703,1.375,0.03797,0.001442,NA
500,0.5,0.05,0.25,0,"ISDLT",0.75,1.960201,1.954,-0.006201,3.8e-05,NA
500,0.5,0.05,0.25,0.5,"Direct",0.25,0.86365,0.88,0.01635,0.000267,NA
500,0.5,0.05,0.25,0.5,"Direct",0.5,1.33703,1.326,-0.01103,0.000122,NA
500,0.5,0.05,0.25,0.5,"Direct",0.75,1.960201,1.937,-0.023201,0.000538,NA
500,0.5,0.05,0.25,0.5,"ISDLT",0.25,0.86365,0.819,-0.04465,0.001994,NA
500,0.5,0.05,0.25,0.5,"ISDLT",0.5,1.33703,1.348,0.01097,0.00012,NA
500,0.5,0.05,0.25,0.5,"ISDLT",0.75,1.960201,2.031,0.070799,0.005012,NA
500,0.5,0.05,0.5,-0.5,"Direct",0.25,0.86365,0.901,0.03735,0.001395,NA
500,0.5,0.05,0.5,-0.5,"Direct",0.5,1.33703,1.341,0.00397,1.6e-05,NA
500,0.5,0.05,0.5,-0.5,"Direct",0.75,1.960201,1.983,0.022799,0.00052,NA
500,0.5,0.05,0.5,-0.5,"ISDLT",0.25,0.86365,0.937,0.07335,0.00538,NA
500,0.5,0.05,0.5,-0.5,"ISDLT",0.5,1.33703,1.381,0.04397,0.001933,NA
500,0.5,0.05,0.5,-0.5,"ISDLT",0.75,1.960201,1.975,0.014799,0.000219,NA
500,0.5,0.05,0.5,0,"Direct",0.25,0.86365,0.874,0.01035,0.000107,NA
500,0.5,0.05,0.5,0,"Direct",0.5,1.33703,1.328,-0.00903,8.2e-05,NA
500,0.5,0.05,0.5,0,"Direct",0.75,1.960201,1.972,0.011799,0.000139,NA
500,0.5,0.05,0.5,0,"ISDLT",0.25,0.86365,0.829,-0.03465,0.001201,NA
500,0.5,0.05,0.5,0,"ISDLT",0.5,1.33703,1.413,0.07597,0.005771,NA
500,0.5,0.05,0.5,0,"ISDLT",0.75,1.960201,2.143,0.182799,0.033415,NA
500,0.5,0.05,0.5,0.5,"Direct",0.25,0.86365,0.864,0.00035,0,NA
500,0.5,0.05,0.5,0.5,"Direct",0.5,1.33703,1.346,0.00897,8e-05,NA
500,0.5,0.05,0.5,0.5,"Direct",0.75,1.960201,1.992,0.031799,0.001011,NA
500,0.5,0.05,0.5,0.5,"ISDLT",0.25,0.86365,0.769,-0.09465,0.008959,NA
500,0.5,0.05,0.5,0.5,"ISDLT",0.5,1.33703,1.414,0.07697,0.005924,NA
500,0.5,0.05,0.5,0.5,"ISDLT",0.75,1.960201,2.152,0.191799,0.036787,NA
500,0.5,0.1,0.05,-0.5,"Direct",0.25,0.86365,0.854,-0.00965,9.3e-05,NA
500,0.5,0.1,0.05,-0.5,"Direct",0.5,1.33703,1.354,0.01697,0.000288,NA
500,0.5,0.1,0.05,-0.5,"Direct",0.75,1.960201,1.93,-0.030201,0.000912,NA
500,0.5,0.1,0.05,-0.5,"ISDLT",0.25,0.86365,0.874,0.01035,0.000107,NA
500,0.5,0.1,0.05,-0.5,"ISDLT",0.5,1.33703,1.347,0.00997,9.9e-05,NA
500,0.5,0.1,0.05,-0.5,"ISDLT",0.75,1.960201,1.915,-0.045201,0.002043,NA
500,0.5,0.1,0.05,0,"Direct",0.25,0.86365,0.822,-0.04165,0.001735,NA
500,0.5,0.1,0.05,0,"Direct",0.5,1.33703,1.283,-0.05403,0.002919,NA
500,0.5,0.1,0.05,0,"Direct",0.75,1.960201,1.885,-0.075201,0.005655,NA
500,0.5,0.1,0.05,0,"ISDLT",0.25,0.86365,0.824,-0.03965,0.001572,NA
500,0.5,0.1,0.05,0,"ISDLT",0.5,1.33703,1.281,-0.05603,0.003139,NA
500,0.5,0.1,0.05,0,"ISDLT",0.75,1.960201,1.895,-0.065201,0.004251,NA
500,0.5,0.1,0.05,0.5,"Direct",0.25,0.86365,0.843,-0.02065,0.000426,NA
500,0.5,0.1,0.05,0.5,"Direct",0.5,1.33703,1.278,-0.05903,0.003485,NA
500,0.5,0.1,0.05,0.5,"Direct",0.75,1.960201,1.878,-0.082201,0.006757,NA
500,0.5,0.1,0.05,0.5,"ISDLT",0.25,0.86365,0.803,-0.06065,0.003678,NA
500,0.5,0.1,0.05,0.5,"ISDLT",0.5,1.33703,1.287,-0.05003,0.002503,NA
500,0.5,0.1,0.05,0.5,"ISDLT",0.75,1.960201,1.918,-0.042201,0.001781,NA
500,0.5,0.1,0.25,-0.5,"Direct",0.25,0.86365,0.833,-0.03065,0.000939,NA
500,0.5,0.1,0.25,-0.5,"Direct",0.5,1.33703,1.325,-0.01203,0.000145,NA
500,0.5,0.1,0.25,-0.5,"Direct",0.75,1.960201,1.974,0.013799,0.00019,NA
500,0.5,0.1,0.25,-0.5,"ISDLT",0.25,0.86365,0.893,0.02935,0.000861,NA
500,0.5,0.1,0.25,-0.5,"ISDLT",0.5,1.33703,1.37,0.03297,0.001087,NA
500,0.5,0.1,0.25,-0.5,"ISDLT",0.75,1.960201,1.956,-0.004201,1.8e-05,NA
500,0.5,0.1,0.25,0,"Direct",0.25,0.86365,0.886,0.02235,5e-04,NA
